my,geoid,br_2020,se_traf,pt_traf,total_traf,borough,shape_area,nta_nam
19-May,36047017800,3017800,8152,138779,146931,Brooklyn,1765215.174,Bath Beach
21-May,36047017800,3017800,18917,91275,110192,Brooklyn,1765215.174,Bath Beach
19-Jun,36047017800,3017800,6439,98161,104600,Brooklyn,1765215.174,Bath Beach
21-Jun,36047017800,3017800,18679,71,18750,Brooklyn,1765215.174,Bath Beach
19-Jul,36047017800,3017800,7450,71,7521,Brooklyn,1765215.174,Bath Beach
21-Jul,36047017800,3017800,12935,121448,134383,Brooklyn,1765215.174,Bath Beach
19-Aug,36047017800,3017800,9054,84763,93817,Brooklyn,1765215.174,Bath Beach
21-Aug,36047017800,3017800,15986,41835,57821,Brooklyn,1765215.174,Bath Beach
19-May,36047017900,3017900,0,284,284,Brooklyn,1705006.947,Fort Greene
21-May,36047017900,3017900,11414,6808,18222,Brooklyn,1705006.947,Fort Greene
19-Jun,36047017900,3017900,14501,68176,82677,Brooklyn,1705006.947,Fort Greene
21-Jun,36047017900,3017900,8895,79885,88780,Brooklyn,1705006.947,Fort Greene
19-Jul,36047017900,3017900,12375,88712,101087,Brooklyn,1705006.947,Fort Greene
21-Jul,36047017900,3017900,14361,56599,70960,Brooklyn,1705006.947,Fort Greene
19-Aug,36047017900,3017900,5000,64124,69124,Brooklyn,1705006.947,Fort Greene
21-Aug,36047017900,3017900,8656,71,8727,Brooklyn,1705006.947,Fort Greene
19-May,36047018000,3018000,2825,83417,86242,Brooklyn,1896108.686,Bath Beach
21-May,36047018000,3018000,4735,64350,69085,Brooklyn,1896108.686,Bath Beach
19-Jun,36047018000,3018000,6820,71,6891,Brooklyn,1896108.686,Bath Beach
21-Jun,36047018000,3018000,3944,114162,118106,Brooklyn,1896108.686,Bath Beach
19-Jul,36047018000,3018000,7696,79708,87404,Brooklyn,1896108.686,Bath Beach
21-Jul,36047018000,3018000,6942,38103,45045,Brooklyn,1896108.686,Bath Beach
19-Aug,36047018000,3018000,4754,50855,55609,Brooklyn,1896108.686,Bath Beach
21-Aug,36047018000,3018000,0,175994,175994,Brooklyn,1896108.686,Bath Beach
19-May,36047018100,3018100,9740,80640,90380,Brooklyn,1823380.154,Fort Greene
21-May,36047018100,3018100,17296,17403,34699,Brooklyn,1823380.154,Fort Greene
19-Jun,36047018100,3018100,6528,76277,82805,Brooklyn,1823380.154,Fort Greene
21-Jun,36047018100,3018100,8216,49611,57827,Brooklyn,1823380.154,Fort Greene
19-Jul,36047018100,3018100,6327,142104,148431,Brooklyn,1823380.154,Fort Greene
21-Jul,36047018100,3018100,1341,41648,42989,Brooklyn,1823380.154,Fort Greene
19-Aug,36047018100,3018100,3649,46519,50168,Brooklyn,1823380.154,Fort Greene
21-Aug,36047018100,3018100,10129,71777,81906,Brooklyn,1823380.154,Fort Greene
19-May,36047018200,3018200,0,148891,148891,Brooklyn,1781148.735,Bensonhurst
21-May,36047018200,3018200,9510,71,9581,Brooklyn,1781148.735,Bensonhurst
19-Jun,36047018200,3018200,3625,58740,62365,Brooklyn,1781148.735,Bensonhurst
21-Jun,36047018200,3018200,9360,55888,65248,Brooklyn,1781148.735,Bensonhurst
19-Jul,36047018200,3018200,7154,30211,37365,Brooklyn,1781148.735,Bensonhurst
21-Jul,36047018200,3018200,13949,7942,21891,Brooklyn,1781148.735,Bensonhurst
19-Aug,36047018200,3018200,15505,71,15576,Brooklyn,1781148.735,Bensonhurst
21-Aug,36047018200,3018200,13274,72574,85848,Brooklyn,1781148.735,Bensonhurst
19-May,36047018300,3018300,8029,24668,32697,Brooklyn,1477789.703,Fort Greene
21-May,36047018300,3018300,14234,145953,160187,Brooklyn,1477789.703,Fort Greene
19-Jun,36047018300,3018300,13625,16619,30244,Brooklyn,1477789.703,Fort Greene
21-Jun,36047018300,3018300,8291,90425,98716,Brooklyn,1477789.703,Fort Greene
19-Jul,36047018300,3018300,5497,54775,60272,Brooklyn,1477789.703,Fort Greene
21-Jul,36047018300,3018300,0,55503,55503,Brooklyn,1477789.703,Fort Greene
19-Aug,36047018300,3018300,7618,71,7689,Brooklyn,1477789.703,Fort Greene
21-Aug,36047018300,3018300,14892,59626,74518,Brooklyn,1477789.703,Fort Greene
19-May,36047018400,3018400,5042,94335,99377,Brooklyn,1609239.658,Bensonhurst
21-May,36047018400,3018400,7923,73951,81874,Brooklyn,1609239.658,Bensonhurst
19-Jun,36047018400,3018400,10923,122710,133633,Brooklyn,1609239.658,Bensonhurst
21-Jun,36047018400,3018400,5834,78112,83946,Brooklyn,1609239.658,Bensonhurst
19-Jul,36047018400,3018400,8446,56811,65257,Brooklyn,1609239.658,Bensonhurst
21-Jul,36047018400,3018400,12093,69509,81602,Brooklyn,1609239.658,Bensonhurst
19-Aug,36047018400,3018400,7711,100859,108570,Brooklyn,1609239.658,Bensonhurst
21-Aug,36047018400,3018400,15432,71,15503,Brooklyn,1609239.658,Bensonhurst
19-May,36047018501,3018501,11968,62350,74318,Brooklyn,1189362.197,Fort Greene
21-May,36047018501,3018501,4726,45475,50201,Brooklyn,1189362.197,Fort Greene
19-Jun,36047018501,3018501,14788,38731,53519,Brooklyn,1189362.197,Fort Greene
21-Jun,36047018501,3018501,17683,53667,71350,Brooklyn,1189362.197,Fort Greene
19-Jul,36047018501,3018501,6027,55601,61628,Brooklyn,1189362.197,Fort Greene
21-Jul,36047018501,3018501,13114,3986,17100,Brooklyn,1189362.197,Fort Greene
19-Aug,36047018501,3018501,7504,85854,93358,Brooklyn,1189362.197,Fort Greene
21-Aug,36047018501,3018501,3728,19129,22857,Brooklyn,1189362.197,Fort Greene
19-May,36047018600,3018600,8420,39322,47742,Brooklyn,1216850.48,Bensonhurst
21-May,36047018600,3018600,18278,102724,121002,Brooklyn,1216850.48,Bensonhurst
19-Jun,36047018600,3018600,8810,53094,61904,Brooklyn,1216850.48,Bensonhurst
21-Jun,36047018600,3018600,8287,29597,37884,Brooklyn,1216850.48,Bensonhurst
19-Jul,36047018600,3018600,10090,139977,150067,Brooklyn,1216850.48,Bensonhurst
21-Jul,36047018600,3018600,5618,71,5689,Brooklyn,1216850.48,Bensonhurst
19-Aug,36047018600,3018600,10966,30178,41144,Brooklyn,1216850.48,Bensonhurst
21-Aug,36047018600,3018600,10929,22291,33220,Brooklyn,1216850.48,Bensonhurst
19-May,36047018700,3018700,8961,41993,50954,Brooklyn,917703.1284,Fort Greene
21-May,36047018700,3018700,11116,158057,169173,Brooklyn,917703.1284,Fort Greene
19-Jun,36047018700,3018700,8479,93071,101550,Brooklyn,917703.1284,Fort Greene
21-Jun,36047018700,3018700,16721,96442,113163,Brooklyn,917703.1284,Fort Greene
19-Jul,36047018700,3018700,10147,46891,57038,Brooklyn,917703.1284,Fort Greene
21-Jul,36047018700,3018700,11486,63154,74640,Brooklyn,917703.1284,Fort Greene
19-Aug,36047018700,3018700,8604,14926,23530,Brooklyn,917703.1284,Fort Greene
21-Aug,36047018700,3018700,17934,28891,46825,Brooklyn,917703.1284,Fort Greene
19-May,36047018800,3018800,14062,38387,52449,Brooklyn,1885932.454,Bensonhurst
21-May,36047018800,3018800,4572,45012,49584,Brooklyn,1885932.454,Bensonhurst
19-Jun,36047018800,3018800,0,74513,74513,Brooklyn,1885932.454,Bensonhurst
21-Jun,36047018800,3018800,15405,84168,99573,Brooklyn,1885932.454,Bensonhurst
19-Jul,36047018800,3018800,23370,68786,92156,Brooklyn,1885932.454,Bensonhurst
21-Jul,36047018800,3018800,7010,44345,51355,Brooklyn,1885932.454,Bensonhurst
19-Aug,36047018800,3018800,7911,44836,52747,Brooklyn,1885932.454,Bensonhurst
21-Aug,36047018800,3018800,9574,107581,117155,Brooklyn,1885932.454,Bensonhurst
19-May,36047019000,3019000,2421,136194,138615,Brooklyn,2291793.831,Bensonhurst
21-May,36047019000,3019000,10349,97600,107949,Brooklyn,2291793.831,Bensonhurst
19-Jun,36047019000,3019000,0,167891,167891,Brooklyn,2291793.831,Bensonhurst
21-Jun,36047019000,3019000,236,47228,47464,Brooklyn,2291793.831,Bensonhurst
19-Jul,36047019000,3019000,0,155754,155754,Brooklyn,2291793.831,Bensonhurst
21-Jul,36047019000,3019000,12530,64085,76615,Brooklyn,2291793.831,Bensonhurst
19-Aug,36047019000,3019000,10268,76711,86979,Brooklyn,2291793.831,Bensonhurst
21-Aug,36047019000,3019000,3252,117386,120638,Brooklyn,2291793.831,Bensonhurst
19-May,36047019100,3019100,11108,168239,179347,Brooklyn,2721477.615,Clinton Hill
21-May,36047019100,3019100,17860,143826,161686,Brooklyn,2721477.615,Clinton Hill
19-Jun,36047019100,3019100,7030,92977,100007,Brooklyn,2721477.615,Clinton Hill
21-Jun,36047019100,3019100,12735,135691,148426,Brooklyn,2721477.615,Clinton Hill
19-Jul,36047019100,3019100,6174,46137,52311,Brooklyn,2721477.615,Clinton Hill
21-Jul,36047019100,3019100,2390,53403,55793,Brooklyn,2721477.615,Clinton Hill
19-Aug,36047019100,3019100,9655,49518,59173,Brooklyn,2721477.615,Clinton Hill
21-Aug,36047019100,3019100,0,59219,59219,Brooklyn,2721477.615,Clinton Hill
19-May,36047019200,3019200,7762,52364,60126,Brooklyn,2042874.539,Borough Park
21-May,36047019200,3019200,6227,24716,30943,Brooklyn,2042874.539,Borough Park
19-Jun,36047019200,3019200,10560,73667,84227,Brooklyn,2042874.539,Borough Park
21-Jun,36047019200,3019200,12653,36695,49348,Brooklyn,2042874.539,Borough Park
19-Jul,36047019200,3019200,9205,86026,95231,Brooklyn,2042874.539,Borough Park
21-Jul,36047019200,3019200,12112,94198,106310,Brooklyn,2042874.539,Borough Park
19-Aug,36047019200,3019200,7615,96837,104452,Brooklyn,2042874.539,Borough Park
21-Aug,36047019200,3019200,10941,92029,102970,Brooklyn,2042874.539,Borough Park
19-May,36047019300,3019300,6967,85628,92595,Brooklyn,2903179.025,Clinton Hill
21-May,36047019300,3019300,18219,67768,85987,Brooklyn,2903179.025,Clinton Hill
19-Jun,36047019300,3019300,6402,77028,83430,Brooklyn,2903179.025,Clinton Hill
21-Jun,36047019300,3019300,4145,54640,58785,Brooklyn,2903179.025,Clinton Hill
19-Jul,36047019300,3019300,5274,147422,152696,Brooklyn,2903179.025,Clinton Hill
21-Jul,36047019300,3019300,7619,81580,89199,Brooklyn,2903179.025,Clinton Hill
19-Aug,36047019300,3019300,14336,70896,85232,Brooklyn,2903179.025,Clinton Hill
21-Aug,36047019300,3019300,5441,59118,64559,Brooklyn,2903179.025,Clinton Hill
19-May,36047019400,3019400,8050,29719,37769,Brooklyn,1920211.756,Dyker Heights
21-May,36047019400,3019400,6826,25564,32390,Brooklyn,1920211.756,Dyker Heights
19-Jun,36047019400,3019400,4935,105705,110640,Brooklyn,1920211.756,Dyker Heights
21-Jun,36047019400,3019400,8836,108622,117458,Brooklyn,1920211.756,Dyker Heights
19-Jul,36047019400,3019400,10610,95425,106035,Brooklyn,1920211.756,Dyker Heights
21-Jul,36047019400,3019400,5150,86555,91705,Brooklyn,1920211.756,Dyker Heights
19-Aug,36047019400,3019400,0,106894,106894,Brooklyn,1920211.756,Dyker Heights
21-Aug,36047019400,3019400,17657,125469,143126,Brooklyn,1920211.756,Dyker Heights
19-May,36047019500,3019500,15558,17811,33369,Brooklyn,1475082.672,Clinton Hill
21-May,36047019500,3019500,7249,117259,124508,Brooklyn,1475082.672,Clinton Hill
19-Jun,36047019500,3019500,5341,63000,68341,Brooklyn,1475082.672,Clinton Hill
21-Jun,36047019500,3019500,5779,82419,88198,Brooklyn,1475082.672,Clinton Hill
19-Jul,36047019500,3019500,0,8819,8819,Brooklyn,1475082.672,Clinton Hill
21-Jul,36047019500,3019500,7359,77484,84843,Brooklyn,1475082.672,Clinton Hill
19-Aug,36047019500,3019500,708,18813,19521,Brooklyn,1475082.672,Clinton Hill
21-Aug,36047019500,3019500,14426,98659,113085,Brooklyn,1475082.672,Clinton Hill
19-May,36047019600,3019600,13051,35874,48925,Brooklyn,2027285.951,Dyker Heights
21-May,36047019600,3019600,13865,98417,112282,Brooklyn,2027285.951,Dyker Heights
19-Jun,36047019600,3019600,1866,46029,47895,Brooklyn,2027285.951,Dyker Heights
21-Jun,36047019600,3019600,6198,41675,47873,Brooklyn,2027285.951,Dyker Heights
19-Jul,36047019600,3019600,3161,68472,71633,Brooklyn,2027285.951,Dyker Heights
21-Jul,36047019600,3019600,6766,36381,43147,Brooklyn,2027285.951,Dyker Heights
19-Aug,36047019600,3019600,8727,71,8798,Brooklyn,2027285.951,Dyker Heights
21-Aug,36047019600,3019600,6664,20657,27321,Brooklyn,2027285.951,Dyker Heights
19-May,36047019700,3019700,8380,74020,82400,Brooklyn,1828072.275,Clinton Hill
21-May,36047019700,3019700,9661,58223,67884,Brooklyn,1828072.275,Clinton Hill
19-Jun,36047019700,3019700,6250,93061,99311,Brooklyn,1828072.275,Clinton Hill
21-Jun,36047019700,3019700,5969,62475,68444,Brooklyn,1828072.275,Clinton Hill
19-Jul,36047019700,3019700,5893,176649,182542,Brooklyn,1828072.275,Clinton Hill
21-Jul,36047019700,3019700,1049,126714,127763,Brooklyn,1828072.275,Clinton Hill
19-Aug,36047019700,3019700,17875,121077,138952,Brooklyn,1828072.275,Clinton Hill
21-Aug,36047019700,3019700,8110,88864,96974,Brooklyn,1828072.275,Clinton Hill
19-May,36047019800,3019800,14003,91192,105195,Brooklyn,1450201.565,Dyker Heights
21-May,36047019800,3019800,3824,78311,82135,Brooklyn,1450201.565,Dyker Heights
19-Jun,36047019800,3019800,6523,38111,44634,Brooklyn,1450201.565,Dyker Heights
21-Jun,36047019800,3019800,12914,62233,75147,Brooklyn,1450201.565,Dyker Heights
19-Jul,36047019800,3019800,6572,116524,123096,Brooklyn,1450201.565,Dyker Heights
21-Jul,36047019800,3019800,9742,114293,124035,Brooklyn,1450201.565,Dyker Heights
19-Aug,36047019800,3019800,2108,75386,77494,Brooklyn,1450201.565,Dyker Heights
21-Aug,36047019800,3019800,3016,67444,70460,Brooklyn,1450201.565,Dyker Heights
19-May,36047019900,3019900,5148,43195,48343,Brooklyn,2037876.588,Clinton Hill
21-May,36047019900,3019900,4870,83121,87991,Brooklyn,2037876.588,Clinton Hill
19-Jun,36047019900,3019900,255,46056,46311,Brooklyn,2037876.588,Clinton Hill
21-Jun,36047019900,3019900,10167,71,10238,Brooklyn,2037876.588,Clinton Hill
19-Jul,36047019900,3019900,0,71,71,Brooklyn,2037876.588,Clinton Hill
21-Jul,36047019900,3019900,10421,64267,74688,Brooklyn,2037876.588,Clinton Hill
19-Aug,36047019900,3019900,9176,101435,110611,Brooklyn,2037876.588,Clinton Hill
21-Aug,36047019900,3019900,10773,74413,85186,Brooklyn,2037876.588,Clinton Hill
19-May,36047020000,3020000,7755,17373,25128,Brooklyn,1451580.161,Dyker Heights
21-May,36047020000,3020000,11968,178354,190322,Brooklyn,1451580.161,Dyker Heights
19-Jun,36047020000,3020000,13576,60182,73758,Brooklyn,1451580.161,Dyker Heights
21-Jun,36047020000,3020000,7682,114009,121691,Brooklyn,1451580.161,Dyker Heights
19-Jul,36047020000,3020000,13725,162346,176071,Brooklyn,1451580.161,Dyker Heights
21-Jul,36047020000,3020000,9496,90845,100341,Brooklyn,1451580.161,Dyker Heights
19-Aug,36047020000,3020000,2384,66177,68561,Brooklyn,1451580.161,Dyker Heights
21-Aug,36047020000,3020000,12309,41143,53452,Brooklyn,1451580.161,Dyker Heights
19-May,36047020100,3020100,9754,67572,77326,Brooklyn,1884866.874,Clinton Hill
21-May,36047020100,3020100,6000,27960,33960,Brooklyn,1884866.874,Clinton Hill
19-Jun,36047020100,3020100,7464,133031,140495,Brooklyn,1884866.874,Clinton Hill
21-Jun,36047020100,3020100,0,19104,19104,Brooklyn,1884866.874,Clinton Hill
19-Jul,36047020100,3020100,9197,110939,120136,Brooklyn,1884866.874,Clinton Hill
21-Jul,36047020100,3020100,18892,66288,85180,Brooklyn,1884866.874,Clinton Hill
19-Aug,36047020100,3020100,5374,42841,48215,Brooklyn,1884866.874,Clinton Hill
21-Aug,36047020100,3020100,11814,95511,107325,Brooklyn,1884866.874,Clinton Hill
19-May,36047020200,3020200,4157,19118,23275,Brooklyn,1451352.617,Dyker Heights
21-May,36047020200,3020200,10847,20992,31839,Brooklyn,1451352.617,Dyker Heights
19-Jun,36047020200,3020200,10361,41717,52078,Brooklyn,1451352.617,Dyker Heights
21-Jun,36047020200,3020200,3606,71,3677,Brooklyn,1451352.617,Dyker Heights
19-Jul,36047020200,3020200,2401,67999,70400,Brooklyn,1451352.617,Dyker Heights
21-Jul,36047020200,3020200,14067,71,14138,Brooklyn,1451352.617,Dyker Heights
19-Aug,36047020200,3020200,6926,62332,69258,Brooklyn,1451352.617,Dyker Heights
21-Aug,36047020200,3020200,14778,92862,107640,Brooklyn,1451352.617,Dyker Heights
19-May,36047020300,3020300,10293,24479,34772,Brooklyn,1512111.183,Prospect Heights
21-May,36047020300,3020300,8714,120393,129107,Brooklyn,1512111.183,Prospect Heights
19-Jun,36047020300,3020300,7643,37729,45372,Brooklyn,1512111.183,Prospect Heights
21-Jun,36047020300,3020300,2838,100881,103719,Brooklyn,1512111.183,Prospect Heights
19-Jul,36047020300,3020300,9390,56029,65419,Brooklyn,1512111.183,Prospect Heights
21-Jul,36047020300,3020300,6788,117673,124461,Brooklyn,1512111.183,Prospect Heights
19-Aug,36047020300,3020300,5257,83564,88821,Brooklyn,1512111.183,Prospect Heights
21-Aug,36047020300,3020300,9152,93659,102811,Brooklyn,1512111.183,Prospect Heights
19-May,36047020400,3020400,1855,69018,70873,Brooklyn,1450945.639,Dyker Heights
21-May,36047020400,3020400,4503,72125,76628,Brooklyn,1450945.639,Dyker Heights
19-Jun,36047020400,3020400,12147,100440,112587,Brooklyn,1450945.639,Dyker Heights
21-Jun,36047020400,3020400,7308,40634,47942,Brooklyn,1450945.639,Dyker Heights
19-Jul,36047020400,3020400,4655,61780,66435,Brooklyn,1450945.639,Dyker Heights
21-Jul,36047020400,3020400,13595,71,13666,Brooklyn,1450945.639,Dyker Heights
19-Aug,36047020400,3020400,5939,58519,64458,Brooklyn,1450945.639,Dyker Heights
21-Aug,36047020400,3020400,9466,122503,131969,Brooklyn,1450945.639,Dyker Heights
19-May,36047020500,3020500,7170,51997,59167,Brooklyn,1718969.953,Prospect Heights
21-May,36047020500,3020500,8796,19125,27921,Brooklyn,1718969.953,Prospect Heights
19-Jun,36047020500,3020500,7133,137501,144634,Brooklyn,1718969.953,Prospect Heights
21-Jun,36047020500,3020500,9831,17658,27489,Brooklyn,1718969.953,Prospect Heights
19-Jul,36047020500,3020500,9259,99458,108717,Brooklyn,1718969.953,Prospect Heights
21-Jul,36047020500,3020500,12007,63313,75320,Brooklyn,1718969.953,Prospect Heights
19-Aug,36047020500,3020500,20785,62532,83317,Brooklyn,1718969.953,Prospect Heights
21-Aug,36047020500,3020500,14342,114081,128423,Brooklyn,1718969.953,Prospect Heights
19-May,36047020600,3020600,15292,59262,74554,Brooklyn,1838035.233,Dyker Heights
21-May,36047020600,3020600,12481,139157,151638,Brooklyn,1838035.233,Dyker Heights
19-Jun,36047020600,3020600,4371,106300,110671,Brooklyn,1838035.233,Dyker Heights
21-Jun,36047020600,3020600,7457,62104,69561,Brooklyn,1838035.233,Dyker Heights
19-Jul,36047020600,3020600,11726,119931,131657,Brooklyn,1838035.233,Dyker Heights
21-Jul,36047020600,3020600,14394,120219,134613,Brooklyn,1838035.233,Dyker Heights
19-Aug,36047020600,3020600,7673,71,7744,Brooklyn,1838035.233,Dyker Heights
21-Aug,36047020600,3020600,4017,11812,15829,Brooklyn,1838035.233,Dyker Heights
19-May,36047020700,3020700,18879,40010,58889,Brooklyn,1480427.216,Prospect Heights
21-May,36047020700,3020700,2811,73152,75963,Brooklyn,1480427.216,Prospect Heights
19-Jun,36047020700,3020700,7451,67306,74757,Brooklyn,1480427.216,Prospect Heights
21-Jun,36047020700,3020700,7544,69786,77330,Brooklyn,1480427.216,Prospect Heights
19-Jul,36047020700,3020700,7290,120653,127943,Brooklyn,1480427.216,Prospect Heights
21-Jul,36047020700,3020700,8934,71420,80354,Brooklyn,1480427.216,Prospect Heights
19-Aug,36047020700,3020700,13451,135133,148584,Brooklyn,1480427.216,Prospect Heights
21-Aug,36047020700,3020700,12317,77664,89981,Brooklyn,1480427.216,Prospect Heights
19-May,36047020800,3020800,7437,34730,42167,Brooklyn,1542689.016,Dyker Heights
21-May,36047020800,3020800,16558,79260,95818,Brooklyn,1542689.016,Dyker Heights
19-Jun,36047020800,3020800,8884,60272,69156,Brooklyn,1542689.016,Dyker Heights
21-Jun,36047020800,3020800,13585,71,13656,Brooklyn,1542689.016,Dyker Heights
19-Jul,36047020800,3020800,12999,63078,76077,Brooklyn,1542689.016,Dyker Heights
21-Jul,36047020800,3020800,8471,81711,90182,Brooklyn,1542689.016,Dyker Heights
19-Aug,36047020800,3020800,6928,116661,123589,Brooklyn,1542689.016,Dyker Heights
21-Aug,36047020800,3020800,8328,82966,91294,Brooklyn,1542689.016,Dyker Heights
19-May,36047021000,3021000,9075,99474,108549,Brooklyn,1614539.662,Dyker Heights
21-May,36047021000,3021000,11222,46446,57668,Brooklyn,1614539.662,Dyker Heights
19-Jun,36047021000,3021000,9061,47356,56417,Brooklyn,1614539.662,Dyker Heights
21-Jun,36047021000,3021000,21483,115272,136755,Brooklyn,1614539.662,Dyker Heights
19-Jul,36047021000,3021000,8155,122908,131063,Brooklyn,1614539.662,Dyker Heights
21-Jul,36047021000,3021000,11451,126651,138102,Brooklyn,1614539.662,Dyker Heights
19-Aug,36047021000,3021000,14371,143484,157855,Brooklyn,1614539.662,Dyker Heights
21-Aug,36047021000,3021000,16885,99454,116339,Brooklyn,1614539.662,Dyker Heights
19-May,36047021100,3021100,8115,71571,79686,Brooklyn,2959763.137,Fort Greene
21-May,36047021100,3021100,5296,91515,96811,Brooklyn,2959763.137,Fort Greene
19-Jun,36047021100,3021100,12511,62548,75059,Brooklyn,2959763.137,Fort Greene
21-Jun,36047021100,3021100,0,87562,87562,Brooklyn,2959763.137,Fort Greene
19-Jul,36047021100,3021100,17672,40754,58426,Brooklyn,2959763.137,Fort Greene
21-Jul,36047021100,3021100,14537,39143,53680,Brooklyn,2959763.137,Fort Greene
19-Aug,36047021100,3021100,17054,84847,101901,Brooklyn,2959763.137,Fort Greene
21-Aug,36047021100,3021100,7958,33743,41701,Brooklyn,2959763.137,Fort Greene
19-May,36047021200,3021200,6048,109809,115857,Brooklyn,2054324.605,Dyker Heights
21-May,36047021200,3021200,5288,60397,65685,Brooklyn,2054324.605,Dyker Heights
19-Jun,36047021200,3021200,14691,66667,81358,Brooklyn,2054324.605,Dyker Heights
21-Jun,36047021200,3021200,7507,79664,87171,Brooklyn,2054324.605,Dyker Heights
19-Jul,36047021200,3021200,9038,59991,69029,Brooklyn,2054324.605,Dyker Heights
21-Jul,36047021200,3021200,1990,43321,45311,Brooklyn,2054324.605,Dyker Heights
19-Aug,36047021200,3021200,4436,120640,125076,Brooklyn,2054324.605,Dyker Heights
21-Aug,36047021200,3021200,7827,89270,97097,Brooklyn,2054324.605,Dyker Heights
19-May,36047021300,3021300,4513,90087,94600,Brooklyn,1978483.706,Crown Heights (South)
21-May,36047021300,3021300,4189,52106,56295,Brooklyn,1978483.706,Crown Heights (South)
19-Jun,36047021300,3021300,7712,29747,37459,Brooklyn,1978483.706,Crown Heights (South)
21-Jun,36047021300,3021300,1370,193412,194782,Brooklyn,1978483.706,Crown Heights (South)
19-Jul,36047021300,3021300,9404,50224,59628,Brooklyn,1978483.706,Crown Heights (South)
21-Jul,36047021300,3021300,7614,70430,78044,Brooklyn,1978483.706,Crown Heights (South)
19-Aug,36047021300,3021300,14218,84240,98458,Brooklyn,1978483.706,Crown Heights (South)
21-Aug,36047021300,3021300,15759,114275,130034,Brooklyn,1978483.706,Crown Heights (South)
19-May,36047021400,3021400,0,70783,70783,Brooklyn,1808036.303,Borough Park
21-May,36047021400,3021400,9185,121661,130846,Brooklyn,1808036.303,Borough Park
19-Jun,36047021400,3021400,5723,97810,103533,Brooklyn,1808036.303,Borough Park
21-Jun,36047021400,3021400,7316,84954,92270,Brooklyn,1808036.303,Borough Park
19-Jul,36047021400,3021400,5477,82937,88414,Brooklyn,1808036.303,Borough Park
21-Jul,36047021400,3021400,14918,33651,48569,Brooklyn,1808036.303,Borough Park
19-Aug,36047021400,3021400,7858,131894,139752,Brooklyn,1808036.303,Borough Park
21-Aug,36047021400,3021400,8344,86902,95246,Brooklyn,1808036.303,Borough Park
19-May,36047021500,3021500,168,87149,87317,Brooklyn,1657679.579,Prospect Heights
21-May,36047021500,3021500,11644,80998,92642,Brooklyn,1657679.579,Prospect Heights
19-Jun,36047021500,3021500,8457,56395,64852,Brooklyn,1657679.579,Prospect Heights
21-Jun,36047021500,3021500,17801,175890,193691,Brooklyn,1657679.579,Prospect Heights
19-Jul,36047021500,3021500,8568,74959,83527,Brooklyn,1657679.579,Prospect Heights
21-Jul,36047021500,3021500,2690,28110,30800,Brooklyn,1657679.579,Prospect Heights
19-Aug,36047021500,3021500,10605,134545,145150,Brooklyn,1657679.579,Prospect Heights
21-Aug,36047021500,3021500,15050,82706,97756,Brooklyn,1657679.579,Prospect Heights
19-May,36047021600,3021600,3425,59349,62774,Brooklyn,1810243.96,Borough Park
21-May,36047021600,3021600,0,91275,91275,Brooklyn,1810243.96,Borough Park
19-Jun,36047021600,3021600,11579,129487,141066,Brooklyn,1810243.96,Borough Park
21-Jun,36047021600,3021600,8194,1442,9636,Brooklyn,1810243.96,Borough Park
19-Jul,36047021600,3021600,17684,113779,131463,Brooklyn,1810243.96,Borough Park
21-Jul,36047021600,3021600,11109,33492,44601,Brooklyn,1810243.96,Borough Park
19-Aug,36047021600,3021600,15500,65354,80854,Brooklyn,1810243.96,Borough Park
21-Aug,36047021600,3021600,13152,45591,58743,Brooklyn,1810243.96,Borough Park
19-May,36047021700,3021700,13422,102062,115484,Brooklyn,1285839.31,Crown Heights (North)
21-May,36047021700,3021700,12801,104265,117066,Brooklyn,1285839.31,Crown Heights (North)
19-Jun,36047021700,3021700,11496,40514,52010,Brooklyn,1285839.31,Crown Heights (North)
21-Jun,36047021700,3021700,0,170830,170830,Brooklyn,1285839.31,Crown Heights (North)
19-Jul,36047021700,3021700,8447,81939,90386,Brooklyn,1285839.31,Crown Heights (North)
21-Jul,36047021700,3021700,12943,132575,145518,Brooklyn,1285839.31,Crown Heights (North)
19-Aug,36047021700,3021700,2900,69605,72505,Brooklyn,1285839.31,Crown Heights (North)
21-Aug,36047021700,3021700,9050,56931,65981,Brooklyn,1285839.31,Crown Heights (North)
19-May,36047021800,3021800,12094,56087,68181,Brooklyn,1698857.118,Borough Park
21-May,36047021800,3021800,11017,97477,108494,Brooklyn,1698857.118,Borough Park
19-Jun,36047021800,3021800,10162,39090,49252,Brooklyn,1698857.118,Borough Park
21-Jun,36047021800,3021800,10336,53525,63861,Brooklyn,1698857.118,Borough Park
19-Jul,36047021800,3021800,6310,80350,86660,Brooklyn,1698857.118,Borough Park
21-Jul,36047021800,3021800,4029,73922,77951,Brooklyn,1698857.118,Borough Park
19-Aug,36047021800,3021800,8448,124075,132523,Brooklyn,1698857.118,Borough Park
21-Aug,36047021800,3021800,8634,93795,102429,Brooklyn,1698857.118,Borough Park
19-May,36047021900,3021900,7273,125160,132433,Brooklyn,1582742.178,Crown Heights (North)
21-May,36047021900,3021900,14606,101569,116175,Brooklyn,1582742.178,Crown Heights (North)
19-Jun,36047021900,3021900,0,54934,54934,Brooklyn,1582742.178,Crown Heights (North)
21-Jun,36047021900,3021900,14006,79745,93751,Brooklyn,1582742.178,Crown Heights (North)
