CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"128","1",Manhattan,"012800","1012800",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012800","4108",5818.32043961000,1924402.67751000007
"134","1",Manhattan,"013400","1013400",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013400","4108",5602.24687246000,1956780.69996999996
"138","1",Manhattan,"013800","1013800",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013800","4108",5600.53172604000,1959555.77820999990
"136.03","1",Manhattan,"013603","1013603",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013603","4108",3053.58382246000,579210.50833900005
"22.02","1",Manhattan,"002202","1002202",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002202","4103",3817.39139778000,603922.20424100000
"30.02","1",Manhattan,"003002","1003002",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003002","4103",4045.16613839000,841097.86763500003
"182","1",Manhattan,"018200","1018200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018200","4111",5776.71394784000,1904007.70913999993
"188","1",Manhattan,"018800","1018800",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018800","4111",5109.45863773000,1599420.55685000005
"455","4",Queens,"045500","4045500",,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081045500","4404",5292.80190428000,1594376.38431000011
"67","2",Bronx,"006700","2006700",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006700","4221",6521.59069326000,2277490.13047000021
"77","2",Bronx,"007700","2007700",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007700","4221",4500.48534578000,1214306.32205999992
"230","1",Manhattan,"023000","1023000",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023000","4110",5672.96765607000,1869850.73640999990
"232","1",Manhattan,"023200","1023200",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023200","4110",5761.01277010000,1943381.07319999998
"209.01","1",Manhattan,"020901","1020901",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020901","4109",4807.67813441000,1246712.33205999993
"155","2",Bronx,"015500","2015500",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015500","4263",5835.15475046000,1230923.82958999998
"385","2",Bronx,"038500","2038500",,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038500","4263",7743.52188815000,2050957.40033999993
"395","2",Bronx,"039500","2039500",,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005039500","4263",11636.80025850000,4416473.06003999989
"283","2",Bronx,"028300","2028300",,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028300","4208",11957.52422140000,2465441.39133000001
"66","1",Manhattan,"006600","1006600",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006600","4165",5498.14696022000,1880521.00138000003
"91","4",Queens,"009100","4009100",,Old Astoria-Hallets Point,QN0102,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081009100","4401",9274.57010644000,2008480.80796999997
"152","1",Manhattan,"015200","1015200",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015200","4108",9520.89267733000,1963680.63810999994
"769.01","4",Queens,"076901","4076901",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081076901","4406",7605.65303362000,1938313.90082999994
"769.02","4",Queens,"076902","4076902",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081076902","4406",4439.45262572000,1097828.74053000007
"25","1",Manhattan,"002500","1002500",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002500","4103",4702.67541930000,1408269.91442999989
"167","1",Manhattan,"016700","1016700",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016700","4107",7991.05115055000,2195045.97834999999
"1.04","4",Queens,"000104","4000104",,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081000104","4402",17525.44493970000,5978794.11256000027
"237","1",Manhattan,"023700","1023700",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023700","4109",7009.34378579000,2896787.46150999982
"535.01","4",Queens,"053501","4053501",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053501","4405",8374.92673227000,1916282.66164999991
"595.02","4",Queens,"059502","4059502",,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059502","4405",6908.76157974000,2487250.12148000021
"236","1",Manhattan,"023600","1023600",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023600","4110",9240.69780080000,2825486.03166999994
"19.01","4",Queens,"001901","4001901",,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081001901","4402",7245.33074427000,2470533.58326999983
"129.02","1",Manhattan,"012902","1012902",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012902","4104",9778.41772955000,2063182.36021999991
"135.01","1",Manhattan,"013501","1013501",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013501","4104",9258.68578639000,2175808.69657000015
"33.01","4",Queens,"003301","4003301",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081003301","4401",7817.74701257000,2066862.12621999998
"115","1",Manhattan,"011500","1011500",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011500","4104",5697.55368139000,1889849.28657000000
"163","1",Manhattan,"016300","1016300",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016300","4107",9751.34171477000,2861363.31986999977
"3","5",Staten Island,"000300","5000300",,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000300","4501",16590.28438110000,4116728.66464000009
"6","5",Staten Island,"000600","5000600",,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085000600","4501",22538.31344590000,7194727.83074000012
"11","5",Staten Island,"001100","5001100",,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085001100","4501",8675.07888027000,3496829.93843000010
"17","5",Staten Island,"001700","5001700",,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085001700","4501",7691.39834998000,3295780.60300000012
"39","5",Staten Island,"003900","5003900",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085003900","4501",11560.77591900000,6299628.74992999900
"40.01","5",Staten Island,"004001","5004001",,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085004001","4501",7910.60443262000,3280268.14031999977
"40.03","5",Staten Island,"004003","5004003",,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004003","4501",6563.60443483000,2255580.67694000015
"47","5",Staten Island,"004700","5004700",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085004700","4501",14722.92555800000,9615341.42617999949
"67","5",Staten Island,"006700","5006700",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085006700","4501",16178.25550540000,10256492.35510000028
"112.03","5",Staten Island,"011203","5011203",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011203","4502",17201.29302900000,10829860.30279999971
"114.02","5",Staten Island,"011402","5011402",,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011402","4502",10355.21430230000,6228603.90986999962
"121","5",Staten Island,"012100","5012100",,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085012100","4501",11138.02690800000,7991818.06228000019
"128.06","5",Staten Island,"012806","5012806",,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085012806","4503",16690.45842150000,13858119.86559999920
"169.01","5",Staten Island,"016901","5016901",,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085016901","4501",16200.51024860000,8793357.85525999963
"170.05","5",Staten Island,"017005","5017005",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017005","4503",18208.14687220000,14951406.80670000054
"181","5",Staten Island,"018100","5018100",,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018100","4502",32431.39770380000,56268491.45069999993
"208.04","5",Staten Island,"020804","5020804",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085020804","4503",16137.21000630000,14324579.97849999927
"226.01","5",Staten Island,"022601","5022601",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085022601","4503",25619.96220940000,18760157.91490000114
"226.02","5",Staten Island,"022602","5022602",,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085022602","4503",52909.41453710000,67473558.52339999378
"244.01","5",Staten Island,"024401","5024401",,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085024401","4503",24555.18859140000,22561115.16910000145
"244.02","5",Staten Island,"024402","5024402",,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085024402","4503",22667.41509880000,19138069.14310000092
"2","3",Brooklyn,"000200","3000200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047000200","4307",9075.28512120000,2952085.24731000001
"5.01","3",Brooklyn,"000501","3000501",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000501","4302",4828.17027571000,901507.03019900003
"15.01","3",Brooklyn,"001501","3001501",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001501","4302",6693.22494391000,1776324.90445000003
"15.02","3",Brooklyn,"001502","3001502",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001502","4302",5512.19098944000,1520130.88513000007
"18.02","3",Brooklyn,"001802","3001802",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001802","4307",17353.14075530000,6395102.65077999979
"22","3",Brooklyn,"002200","3002200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047002200","4307",10237.47152420000,3648873.74409000017
"23","3",Brooklyn,"002300","3002300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002300","4302",6287.87389786000,1961474.10345999990
"30","3",Brooklyn,"003000","3003000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003000","4310",4749.18789679000,1185319.85697999992
"31.01","3",Brooklyn,"003101","3003101",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003101","4302",5490.86618132000,1622624.71304999990
"31.02","3",Brooklyn,"003102","3003102",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003102","4302",4955.72284498000,1467354.69176000007
"39","3",Brooklyn,"003900","3003900",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003900","4302",5102.77994773000,1681273.00435999990
"44","3",Brooklyn,"004400","3004400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004400","4310",8894.09117011000,4502927.98766000010
"47","3",Brooklyn,"004700","3004700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004700","4306",9891.40596037000,2928274.58373000007
"49","3",Brooklyn,"004900","3004900",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004900","4306",5528.99037457000,1051010.62962000002
"52.01","3",Brooklyn,"005201","3005201",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005201","4310",5503.96937138000,1451018.35217999993
"53.03","3",Brooklyn,"005303","3005303",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005303","4306",14703.13382550000,3311574.24048000015
"60","3",Brooklyn,"006000","3006000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006000","4310",5498.33428968000,1639073.87012999994
"64","3",Brooklyn,"006400","3006400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006400","4310",5927.57881013000,2186814.85606000014
"66","3",Brooklyn,"006600","3006600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006600","4310",5243.92522082000,1653273.18329000007
"67","3",Brooklyn,"006700","3006700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047006700","4306",5236.04780338000,1680804.25047000009
"68","3",Brooklyn,"006800","3006800",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006800","4310",5840.80319365000,1996655.76243999996
"69.02","3",Brooklyn,"006902","3006902",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047006902","4306",4451.32606237000,1126489.70659999992
"72","3",Brooklyn,"007200","3007200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047007200","4307",3516.86748556000,664162.79054900003
"78","3",Brooklyn,"007800","3007800",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047007800","4307",4986.67159537000,1509791.99728000001
"80","3",Brooklyn,"008000","3008000",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047008000","4307",4989.72309964000,1506326.40367999999
"85","3",Brooklyn,"008500","3008500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047008500","4306",7950.93112337000,2624917.63267000020
"88","3",Brooklyn,"008800","3008800",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047008800","4307",5710.97898764000,2019986.01821999997
"90.01","3",Brooklyn,"009001","3009001",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009001","4307",3678.36730743000,825062.36507000006
"92.01","3",Brooklyn,"009201","3009201",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009201","4307",3120.20258560000,608662.36615100002
"92.02","3",Brooklyn,"009202","3009202",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047009202","4312",3122.44539430000,610211.62158799998
"94.02","3",Brooklyn,"009402","3009402",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047009402","4312",3644.89529631000,813343.44363999995
"98","3",Brooklyn,"009800","3009800",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009800","4307",5203.97932759000,1625498.58162000007
"100","3",Brooklyn,"010000","3010000",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010000","4307",5203.43437874000,1625060.60825999989
"106.01","3",Brooklyn,"010601","3010601",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010601","4307",3642.83269420000,811933.33749099995
"106.02","3",Brooklyn,"010602","3010602",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047010602","4312",3643.32693663000,812851.24408900004
"108.02","3",Brooklyn,"010802","3010802",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047010802","4312",3642.86936662000,812274.03521300002
"119.01","3",Brooklyn,"011901","3011901",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047011901","4306",9823.39737864000,5040710.77591000032
"121","3",Brooklyn,"012100","3012100",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012100","4306",5142.25543362000,1593259.29446000000
"122","3",Brooklyn,"012200","3012200",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047012200","4307",5623.94779459000,1951564.98028000002
"126","3",Brooklyn,"012600","3012600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047012600","4310",7452.74935348000,2553793.86824000021
"128.01","3",Brooklyn,"012801","3012801",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047012801","4310",4828.98392144000,1238338.62871999992
"132","3",Brooklyn,"013200","3013200",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013200","4310",6427.92974570000,1676563.69222000008
"137","3",Brooklyn,"013700","3013700",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013700","4306",5226.63162063000,1638365.95586000010
"140","3",Brooklyn,"014000","3014000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047014000","4310",5645.97035488000,1578343.07483000006
"147","3",Brooklyn,"014700","3014700",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014700","4307",4574.23397915000,1142138.21393999993
"149.01","3",Brooklyn,"014901","3014901",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047014901","4306",4143.60946797000,807279.67091500002
"151","3",Brooklyn,"015100","3015100",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015100","4306",5175.22158982000,1607114.18489999999
"152","3",Brooklyn,"015200","3015200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047015200","4310",8539.14346349000,2884401.54297999991
"153","3",Brooklyn,"015300","3015300",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015300","4306",5188.38112924000,1619490.17220999999
"160","3",Brooklyn,"016000","3016000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016000","4310",7935.13019069000,2785263.97549000010
"161","3",Brooklyn,"016100","3016100",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047016100","4308",6482.69068670000,1964156.72047000006
"165","3",Brooklyn,"016500","3016500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016500","4306",6739.86488759000,2010390.76539999992
"175","3",Brooklyn,"017500","3017500",,Green-Wood Cemetery,BK0771,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047017500","4307",18789.02260110000,21101598.40480000153
"179","3",Brooklyn,"017900","3017900",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047017900","4302",5330.11555537000,1705006.94733999996
"185.01","3",Brooklyn,"018501","3018501",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018501","4302",4405.28899238000,1189362.19718999998
"187","3",Brooklyn,"018700","3018700",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018700","4302",3902.05282518000,917703.12842600001
"193","3",Brooklyn,"019300","3019300",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019300","4302",6981.65007051000,2903179.02505999990
"197","3",Brooklyn,"019700","3019700",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019700","4302",6148.34139883000,1828072.27506999997
"199","3",Brooklyn,"019900","3019900",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019900","4302",5989.62428384000,2037876.58823000011
"201","3",Brooklyn,"020100","3020100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047020100","4302",6244.38053682000,1884866.87403000006
"206","3",Brooklyn,"020600","3020600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020600","4310",5937.37552707000,1838035.23313999991
"211","3",Brooklyn,"021100","3021100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047021100","4302",10843.78682410000,2959763.13695999980
"215","3",Brooklyn,"021500","3021500",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021500","4308",6522.76100173000,1657679.57850000006
"217","3",Brooklyn,"021700","3021700",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021700","4308",4588.72629164000,1285839.31022999994
"219","3",Brooklyn,"021900","3021900",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021900","4308",5031.28812594000,1582742.17788000009
"221","3",Brooklyn,"022100","3022100",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047022100","4308",5569.15352138000,1635894.76524000010
"226","3",Brooklyn,"022600","3022600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022600","4312",5954.07400772000,1680920.33211000008
"227","3",Brooklyn,"022700","3022700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022700","4303",6861.71965179000,2588318.21299999999
"228","3",Brooklyn,"022800","3022800",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047022800","4312",6040.54804756000,1801521.33958999999
"229","3",Brooklyn,"022900","3022900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047022900","4303",5440.76433702000,1849568.34767000005
"233","3",Brooklyn,"023300","3023300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023300","4303",5438.79029047000,1849442.00527999992
"235","3",Brooklyn,"023500","3023500",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047023500","4303",4958.03552449000,1523725.91807999997
"242","3",Brooklyn,"024200","3024200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024200","4312",6964.54955568000,2061125.14281999995
"246","3",Brooklyn,"024600","3024600",,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047024600","4312",6796.31357786000,1845582.72494999995
"249","3",Brooklyn,"024900","3024900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047024900","4303",5777.65500908000,1813352.57505000010
"250","3",Brooklyn,"025000","3025000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025000","4311",5938.21374507000,1867361.68494999991
"251","3",Brooklyn,"025100","3025100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025100","4303",5079.93086505000,1490422.89598000003
"252","3",Brooklyn,"025200","3025200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025200","4311",6686.60698447000,1950979.16182000004
"254","3",Brooklyn,"025400","3025400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047025400","4311",6302.39467155000,1888611.69470999995
"259.01","3",Brooklyn,"025901","3025901",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025901","4303",4269.11857746000,863635.59341199999
"259.02","3",Brooklyn,"025902","3025902",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047025902","4303",3211.23589623000,642013.98588399997
"261","3",Brooklyn,"026100","3026100",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026100","4303",5880.89745378000,2146491.99548000004
"263","3",Brooklyn,"026300","3026300",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026300","4303",4799.55654215000,1287405.88491000002
"269","3",Brooklyn,"026900","3026900",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047026900","4303",5051.01870640000,1441848.66580000008
"270","3",Brooklyn,"027000","3027000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047027000","4311",5255.80105569000,1444005.62538000010
"275","3",Brooklyn,"027500","3027500",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027500","4303",5390.78759809000,1743574.46279000002
"277","3",Brooklyn,"027700","3027700",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047027700","4303",5391.76561111000,1745688.01554999989
